idx	id	scientific.name	family	taxon.rank	taxon.status	search.str	threat.status	original.search
709	603907	Ruellia helianthema (Nees) Profice	Acanthaceae	species	NA	Ruellia helianthema	NA	Ruellia helianthema
710	7436	Diospyros hispida A.DC.	Ebenaceae	species	accepted	Diospyros hispida	LC	Diospyros hispida
711	583293	Austroamericium brasiliense (A. DC.) Hendrych	Santalaceae	species	synonym	Austroamericium brasiliense	NA	Austroamericium brasiliense
712	28451	Cayaponia diversifolia (Cogn.) Cogn.	Cucurbitaceae	species	accepted	Cayaponia diversifolia	NA	Cayaponia diversifolia
713	17277	Tapura amazonica Poepp. & Endl.	Dichapetalaceae	species	accepted	Tapura amazonica	NA	Tapura amazonica
714	15022	Turnera oblongifolia Cambess.	Turneraceae	species	accepted	Turnera oblongifolia	NA	Turnera oblongifolia
715	30713	Miconia burchellii Triana	Melastomataceae	species	accepted	Miconia burchellii	NA	Miconia burchellii
716	28350	Terminalia phaeocarpa Eichler	Combretaceae	species	accepted	Terminalia phaeocarpa	NA	Terminalia phaeocarpa
717	14037	Galium noxium (A.St.-Hil.) Dempster	Rubiaceae	species	accepted	Galium noxium	NA	Galium noxium
718	10152	Ficus adhatodifolia Schott in Spreng.	Moraceae	species	accepted	Ficus adhatodifolia	NA	Ficus adhatodifolia
719	31456	Cybianthus densicomus Mart.	Primulaceae	species	accepted	Cybianthus densicomus	LC	Cybianthus densicomus
720	112506	Anemopaegma chamberlaynii (Sims) Bureau & K.Schum.	Bignoniaceae	species	accepted	Anemopaegma chamberlaynii	NA	Anemopaegma chamberlaynii
721	10981	Chionanthus trichotomus (Vell.) P.S.Green	Oleaceae	species	accepted	Chionanthus trichotomus	NA	Chionanthus trichotomus
722	29581	Crotalaria unifoliolata Benth.	Fabaceae	species	accepted	Crotalaria unifoliolata	NA	Crotalaria unifoliata
723	29594	Dalbergia decipularis Rizzini & A.Mattos	Fabaceae	species	accepted	Dalbergia decipularis	NA	Dalbergia decipularis
724	30553	Pavonia grandiflora A.St.-Hil.	Malvaceae	species	accepted	Pavonia grandiflora	NA	Pavonia grandiflora
725	14397	Xylosma pseudosalzmanii Sleumer	Salicaceae	species	accepted	Xylosma pseudosalzmanii	NA	Xylosma pseudosalzmannii
726	13886	Coccocypselum lanceolatum (Ruiz & Pav.) Pers.	Rubiaceae	species	accepted	Coccocypselum lanceolatum	NA	Coccocypselum lanceolatum
727	29414	Aeschynomene falcata (Poir.) DC.	Fabaceae	species	accepted	Aeschynomene falcata	NA	Aeschynomene falcata
729	14782	Solanum incarceratum Ruiz & Pav.	Solanaceae	species	accepted	Solanum incarceratum	NA	Solanum incarceratum
730	132590	Cyanocephalus peduncularis (Benth.) Harley & J.F.B.Pastore	Lamiaceae	species	accepted	Cyanocephalus peduncularis	NA	Cyanocephalus peduncularis
731	7784	Schultesia gracilis Mart.	Gentianaceae	species	accepted	Schultesia gracilis	NA	Schultesia gracilis
732	8784	Lafoensia pacari A.St.-Hil.	Lythraceae	species	accepted	Lafoensia pacari	LC	Lafoensia pacari
733	15450	Pfaffia jubata Mart.	Amaranthaceae	species	accepted	Pfaffia jubata	LC	Pfaffia jubata
734	8171	Hypenia macrantha (A.St.-Hil. ex Benth.) Harley	Lamiaceae	species	accepted	Hypenia macrantha	NA	Hypenia macrantha
735	12779	Piper fuligineum Kunth	Piperaceae	species	accepted	Piper fuligineum	LC	Piper fuligineum
736	20550	Polygala galioides Poir.	Polygalaceae	species	accepted	Polygala galioides	LC	Polygala galioides
737	29692	Galactia heringeri Burkart	Fabaceae	species	accepted	Galactia heringeri	NA	Galactia heringeri
738	14649	Cestrum schlechtendalii G.Don	Solanaceae	species	accepted	Cestrum schlechtendalii	NA	Cestrum schlechtendalii
739	127262	Asemeia hirsuta (A.St.-Hil. & Moq.) J.F.B.Pastore & J.R.Abbott	Polygalaceae	species	accepted	Asemeia hirsuta	NA	Asemeia hirsuta
740	25210	Baccharis orbignyana Klatt	Asteraceae	species	accepted	Baccharis orbignyana	NA	Baccharis orbignyana
741	79541	Polygala ceciliana Marques & J.F.B.Pastore	Polygalaceae	species	accepted	Polygala ceciliana	NA	Polygala ceciliana
742	79537	Polygala abreui Marques & J.F.B.Pastore	Polygalaceae	species	accepted	Polygala abreui	NA	Polygala abreui
743	10466	Eugenia myrcianthes Nied.	Myrtaceae	species	accepted	Eugenia myrcianthes	NA	Eugenia myrcianthes
744	29675	Erythrina dominguezii Hassl.	Fabaceae	species	accepted	Erythrina dominguezii	NA	Erythrina dominguezii
745	83548	Parkia platycephala Benth.	Fabaceae	species	accepted	Parkia platycephala	NA	Parkia platycephala
746	82968	Copaifera oblongifolia Mart. ex Hayne	Fabaceae	species	accepted	Copaifera oblongifolia	NA	Copaifera oblongifolia
747	602728	Paubrasilia echinata (Lam.) E. Gagnon, H.C. Lima & G.P. Lewis	Fabaceae	species	accepted	Paubrasilia echinata	NA	Caesalpinia echinata
748	23099	Myroxylon balsamum (L.) Harms	Fabaceae	species	accepted	Myroxylon balsamum	NA	Myroxylon balsamum
749	106894	Trema micrantha (L.) Blume	Cannabaceae	species	accepted	Trema micrantha	NA	Trema micrantha
750	17745	Chelonanthus purpurascens (Aubl.) Struwe et al.	Gentianaceae	species	accepted	Chelonanthus purpurascens	NA	Chelonanthus purpurascens
752	82999	Cyclolobium brasiliense Benth.	Fabaceae	species	accepted	Cyclolobium brasiliense	NA	Cyclolobium claussenii
753	29677	Erythrina speciosa Andrews	Fabaceae	species	accepted	Erythrina speciosa	NA	Erythrina speciosa
754	29936	Zornia mitziana Sousa Costa	Fabaceae	species	accepted	Zornia mitziana	DD	Zornia mitziana
755	29954	Casearia rupestris Eichler	Salicaceae	species	accepted	Casearia rupestris	NA	Casearia rupestris
756	8032	Emmotum nitens (Benth.) Miers	Icacinaceae	species	accepted	Emmotum nitens	NA	Emmotum nitens
757	16802	Hirtella martiana Hook.f.	Chrysobalanaceae	species	accepted	Hirtella martiana	NA	Hirtella martiana
758	82985	Crotalaria incana L.	Fabaceae	species	accepted	Crotalaria incana	NA	Crotalaria incana
759	109828	Libidibia ferrea (Mart. ex Tul.) L.P.Queiroz	Fabaceae	species	accepted	Libidibia ferrea	NA	Libidibia ferrea
761	10774	Myrcia variabilis DC.	Myrtaceae	species	accepted	Myrcia variabilis	LC	Myrcia variabilis
762	121877	Bredemeyera hebeclada (DC.) J.F.B.Pastore	Polygalaceae	species	accepted	Bredemeyera hebeclada	NA	Bredemeyera hebeclada
763	16282	Raulinoreitzia tremula (Hook. & Arn.) R.M.King & H.Rob.	Asteraceae	species	accepted	Raulinoreitzia tremula	NA	Raulinoreitzia tremula
764	16896	Terminalia argentea Mart.	Combretaceae	species	accepted	Terminalia argentea	LC	Terminalia argentea
765	27557	Eriotheca candolleana (K.Schum.) A.Robyns	Malvaceae	species	accepted	Eriotheca candolleana	NA	Eriotheca candolleana
767	10308	Campomanesia adamantium (Cambess.) O.Berg	Myrtaceae	species	accepted	Campomanesia adamantium	NA	Campomanesia adamantium
768	72294	Cordiera obtusa (K.Schum.) Kuntze	Rubiaceae	species	accepted	Cordiera obtusa	NA	Alibertia obtusa
769	10909	Guapira areolata (Heimerl) Lundell	Nyctaginaceae	species	accepted	Guapira areolata	NA	Guapira areolata
770	15006	Turnera cuneiformis Juss. ex Poir.	Turneraceae	species	accepted	Turnera cuneiformis	NA	Turnera cuneiformis
771	31628	Myrcia stricta (O.Berg) Kiaersk.	Myrtaceae	species	accepted	Myrcia stricta	NA	Myrcia stricta
773	63772	Psidium basanthum O.Berg	Myrtaceae	species	accepted	Psidium basanthum	NA	Psidium basanthum
774	31491	Eugenia complicata O.Berg	Myrtaceae	species	accepted	Eugenia complicata	NA	Eugenia complicata
775	31576	Myrcia goyazensis Cambess.	Myrtaceae	species	accepted	Myrcia goyazensis	NA	Myrcia goyazensis
776	33173	Lippia corymbosa Cham.	Verbenaceae	species	accepted	Lippia corymbosa	NA	Lippia corymbosa
777	5136	Schefflera calva (Cham.) Frodin & Fiaschi	Araliaceae	species	accepted	Schefflera calva	LC	Schefflera calva
778	14726	Solanum amygdalifolium Steud.	Solanaceae	species	accepted	Solanum amygdalifolium	NA	Solanum angustifolium
779	14732	Solanum asperum Rich.	Solanaceae	species	accepted	Solanum asperum	NA	Solanum asperum
780	132597	Cyanocephalus tacianae (Harley) Harley & J.F.B.Pastore	Lamiaceae	species	accepted	Cyanocephalus tacianae	NA	Cyanocephalus tacianae
781	15278	Callisthene minor Mart.	Vochysiaceae	species	accepted	Callisthene minor	NA	Callisthene minor
782	21570	Cissus subrhomboidea (Baker) Planch.	Vitaceae	species	accepted	Cissus subrhomboidea	NA	Cissus subrhomboidea
783	132635	Oocephalus foliosus (A.St.-Hil. ex Benth.) Harley & J.F.B.Pastore	Lamiaceae	species	accepted	Oocephalus foliosus	NA	Oocephalus foliosus
784	15257	Cissus erosa Rich.	Vitaceae	species	accepted	Cissus erosa	NA	Cissus erosa
785	139422	Pombalia lanata (A.St.-Hil.) Paula-Souza	Violaceae	species	accepted	Pombalia lanata	NA	Pombalia lanata
786	139418	Pombalia calceolaria (L.) Paula-Souza	Violaceae	species	accepted	Pombalia calceolaria	NA	Pombalia calceolaria
787	15222	Anchietea exalata Eichler	Violaceae	species	accepted	Anchietea exalata	NA	Anchietea exalata
788	33233	Stachytarpheta gesnerioides Cham.	Verbenaceae	species	accepted	Stachytarpheta gesnerioides	NA	Stachytarpheta gesnerioides
789	15178	Lippia lupulina Cham.	Verbenaceae	species	accepted	Lippia lupulina	NA	Lippia lupulina
790	15164	Lantana camara L.	Verbenaceae	species	accepted	Lantana camara	NA	Lantana camara
791	26417	Eryngium goyazense Urb.	Apiaceae	species	accepted	Eryngium goyazense	NA	Eryngium goyazense
792	21354	Turnera subulata Sm.	Turneraceae	species	accepted	Turnera subulata	NA	Turnera subulata
793	14900	Symplocos celastrinea Mart.	Symplocaceae	species	accepted	Symplocos celastrinea	NA	Symplocos celastrinea
794	14916	Symplocos pycnobotrya Mart. ex Miq.	Symplocaceae	species	accepted	Symplocos pycnobotrya	NA	Symplocos pycnobotrya
795	21256	Styrax pohlii A.DC.	Styracaceae	species	accepted	Styrax pohlii	NA	Styrax pohlii
796	9074	Helicteres sacarolha A.St.-Hil.	Malvaceae	species	accepted	Helicteres sacarolha	NA	Helicteres sacarolha
797	20561	Polygala longicaulis Kunth	Polygalaceae	species	accepted	Polygala longicaulis	NA	Polygala longicaulis
798	26831	Aspilia platyphylla (Baker) S.F.Blake	Asteraceae	species	accepted	Aspilia platyphylla	NA	Aspilia platyphylla
799	126068	Trixis antimenorrhoea (Schrank) Kuntze subsp. antimenorrhoea	Asteraceae	subspecies	accepted	Trixis antimenorrhoea subsp. antimenorrhoea	NA	Trixis divaricata
800	5537	Trixis spicata Gardner	Asteraceae	species	accepted	Trixis spicata	NA	Trixis spicata
801	5526	Trichogonia salviifolia Gardner	Asteraceae	species	accepted	Trichogonia salviifolia	NA	Trichogonia salviifolia
802	27374	Soaresia velutina Sch.Bip.	Asteraceae	species	accepted	Soaresia velutina	NA	Soaresia velutina
803	5474	Piptocarpha axillaris (Less.) Baker	Asteraceae	species	accepted	Piptocarpha axillaris	NA	Piptocarpha axillaris
804	16244	Piptocarpha rotundifolia (Less.) Baker	Asteraceae	species	accepted	Piptocarpha rotundifolia	NA	Piptocarpha rotundifolia
806	80382	Nephradenia linearis Benth. ex E.Fourn.	Apocynaceae	species	accepted	Nephradenia linearis	NA	Nephradenia linearis
807	4717	Minaria cordata (Turcz.) T.U.P.Konno & Rapini	Apocynaceae	species	accepted	Minaria cordata	NA	Minaria cordata
808	103142	Polygala gracilis Kunth	Polygalaceae	species	accepted	Polygala gracilis	NA	Polygala gracilis
809	10884	Psidium salutare (Kunth) O.Berg	Myrtaceae	species	accepted	Psidium salutare	LC	Psidium salutare
810	12508	Passiflora alata Curtis	Passifloraceae	species	accepted	Passiflora alata	NA	Passiflora alata
811	27336	Pterocaulon balansae Chodat	Asteraceae	species	accepted	Pterocaulon balansae	NA	Pterocaulon balansae
812	16210	Mikania psilostachya DC.	Asteraceae	species	accepted	Mikania psilostachya	NA	Mikania psilostachya
813	5476	Piptocarpha densifolia Dusén ex G. Lom. Sm.	Asteraceae	species	accepted	Piptocarpha densifolia	NA	Piptocarpha densifolia
814	129584	Mitracarpus federalensis E.L. Cabral, Sobrado & E.B. Souza	Rubiaceae	species	accepted	Mitracarpus federalensis	NA	Mitracarpus federalensis
815	38808	Faramea obtusifolia Müll.Arg.	Rubiaceae	species	accepted	Faramea obtusifolia	NA	Faramea obtusifolia
816	20682	Alibertia edulis (Rich.) A.Rich.	Rubiaceae	species	accepted	Alibertia edulis	NA	Alibertia edulis
817	14167	Psychotria carthagenensis Jacq.	Rubiaceae	species	accepted	Psychotria carthagenensis	NA	Psychotria carthagenensis
818	27282	Mikania pohlii (Baker) R.M.King & H.Rob.	Asteraceae	species	accepted	Mikania pohlii	NA	Mikania pohlii
819	27028	Dimerostemma lippioides (Baker) S.F.Blake	Asteraceae	species	accepted	Dimerostemma lippioides	NA	Dimerostemma lippioides
820	27041	Echinocoryne pungens (Gardner) H.Rob.	Asteraceae	species	accepted	Echinocoryne pungens	NA	Echinocoryne pungens
821	27178	Lessingianthus coriaceus (Less.) H.Rob.	Asteraceae	species	accepted	Lessingianthus coriaceus	NA	Lessingianthus coriaceus
822	27184	Lessingianthus erythrophilus (DC.) H.Rob.	Asteraceae	species	accepted	Lessingianthus erythrophilus	NA	Lessingianthus erythrophilus
823	27176	Lessingianthus compactiflorus (Mart. ex Baker) H.Rob.	Asteraceae	species	accepted	Lessingianthus compactiflorus	NA	Lessingianthus compactiflorus
824	27163	Lessingianthus argyrophyllus (Less.) H.Rob.	Asteraceae	species	accepted	Lessingianthus argyrophyllus	NA	Lessingianthus argyrophyllus
825	27108	Ichthyothere latifolia Baker	Asteraceae	species	accepted	Ichthyothere latifolia	NA	Ichthyothere latifolia
826	27080	Grazielia intermedia (DC.) R.M.King & H.Rob.	Asteraceae	species	accepted	Grazielia intermedia	NA	Grazielia intermedia
827	27077	Grazielia bishopii R.M.King & H.Rob.	Asteraceae	species	accepted	Grazielia bishopii	NA	Grazielia bishopii
828	5292	Dasyphyllum brasiliense (Spreng.) Cabrera	Asteraceae	species	accepted	Dasyphyllum brasiliense	NA	Dasyphyllum brasiliense
829	16114	Erechtites valerianifolius (Wolf) DC.	Asteraceae	species	accepted	Erechtites valerianifolius	NA	Erechtites valerianifolius
830	16111	Erechtites hieracifolius (L.) Raf. ex DC.	Asteraceae	species	accepted	Erechtites hieracifolius	NA	Erechtites hieracifolia
831	27033	Disynaphia halimifolia (DC.) R.M.King & H.Rob.	Asteraceae	species	accepted	Disynaphia halimifolia	NA	Disynaphia halimifolia
832	124664	Calea hymenolepis Baker	Asteraceae	species	accepted	Calea hymenolepis	NA	Calea hymenolepis
833	16058	Chromolaena laevigata (Lam.) R.M.King & H.Rob.	Asteraceae	species	accepted	Chromolaena laevigata	NA	Chromolaena laevigata
834	26953	Chresta sphaerocephala DC.	Asteraceae	species	accepted	Chresta sphaerocephala	LC	Chresta sphaerocephala
835	27386	Stenocephalum megapotamicum (Spreng.) Sch.Bip.	Asteraceae	species	accepted	Stenocephalum megapotamicum	NA	Stenocephalum megapotamicum
836	15984	Ayapanopsis oblongifolia (Gardner) R.M.King & H.Rob.	Asteraceae	species	accepted	Ayapanopsis oblongifolia	NA	Ayapanopsis oblongifolia
837	17629	Pera glabrata (Schott) Poepp. ex Baill.	Peraceae	species	accepted	Pera glabrata	NA	Pera glabrata
838	102955	Achyrocline alata (Kunth) DC.	Asteraceae	species	accepted	Achyrocline alata	NA	Achyrocline alata
839	15936	Ageratum fastigiatum (Gardner) R.M.King & H.Rob.	Asteraceae	species	accepted	Ageratum fastigiatum	NA	Ageratum fastigiatum
840	108826	Achyrocline satureioides (Lam.) DC.	Asteraceae	species	accepted	Achyrocline satureioides	NA	Achyrocline satureioides
841	12920	Scoparia dulcis L.	Plantaginaceae	species	accepted	Scoparia dulcis	NA	Scoparia dulcis
842	10003	Trichilia elegans A.Juss.	Meliaceae	species	accepted	Trichilia elegans	NA	Trichilia elegans
843	12419	Buchnera rosea Kunth	Orobanchaceae	species	accepted	Buchnera rosea	NA	Buchnera rosea
844	20909	Matayba guianensis Aubl.	Sapindaceae	species	accepted	Matayba guianensis	NA	Matayba guianensis
846	24488	Ladenbergia oblongifolia (Mutis) L.Andersson	Rubiaceae	species	accepted	Ladenbergia oblongifolia	NA	Ladenbergia oblongifolia
847	14298	Sipanea hispida Benth. ex Wernham	Rubiaceae	species	accepted	Sipanea hispida	NA	Sipanea hispida
848	13967	Faramea latifolia (Cham. & Schltdl.) DC.	Rubiaceae	species	accepted	Faramea latifolia	NA	Faramea latifolia
849	29615	Desmodium platycarpum Benth.	Fabaceae	species	accepted	Desmodium platycarpum	NA	Desmodium platycarpum
851	29711	Galactia stereophylla Harms	Fabaceae	species	accepted	Galactia stereophylla	NA	Galactia stereophylla
852	29663	Eriosema rigidum Benth.	Fabaceae	species	accepted	Eriosema rigidum	NA	Eriosema rigidum
853	29563	Crotalaria goiasensis Windler & S.G.Skinner	Fabaceae	species	accepted	Crotalaria goiasensis	NA	Crotalaria goiasensis
854	603116	Hexasepalum teres (Walter) J.H. Kirkbr.	Rubiaceae	species	accepted	Hexasepalum teres	NA	Hexasepalum teres
855	38700	Cordiera macrophylla (K.Schum.) Kuntze	Rubiaceae	species	accepted	Cordiera macrophylla	NA	Cordiera macrophylla
856	7898	Sinningia elatior (Kunth) Chautems	Gesneriaceae	species	accepted	Sinningia elatior	LC	Sinningia elatior
857	6792	Salacia grandifolia (Mart. ex Schult.) G.Don	Celastraceae	species	accepted	Salacia grandifolia	NA	Salacia grandifolia
858	9187	Peltaea obsita (Mart. ex Colla) Krapov. & Cristóbal	Malvaceae	species	accepted	Peltaea obsita	NA	Peltaea obsita
859	20680	Rubus urticifolius Poir.	Rosaceae	species	accepted	Rubus urticifolius	NA	Rubus urticifolius
860	26058	Prunus myrtifolia (L.) Urb.	Rosaceae	species	accepted	Prunus myrtifolia	NA	Prunus myrtifolia
861	101500	Monnina stenophylla A.St.-Hil. & Moq.	Polygalaceae	species	accepted	Monnina stenophylla	NA	Monnina stenophylla
862	32414	Polygala cuspidata DC.	Polygalaceae	species	accepted	Polygala cuspidata	NA	Polygala cuspidata
863	26041	Polygala harleyi Marques	Polygalaceae	species	accepted	Polygala harleyi	NA	Polygala harleyi
864	20536	Bredemeyera laurifolia (A.St.-Hil. & Moq.) Klotzsch ex A.W.Benn.	Polygalaceae	species	accepted	Bredemeyera laurifolia	NA	Bredemeyera velutina
865	10874	Psidium myrtoides O.Berg	Myrtaceae	species	accepted	Psidium myrtoides	NA	Psidium myrtoides
866	10866	Psidium grandifolium Mart. ex DC.	Myrtaceae	species	accepted	Psidium grandifolium	LC	Psidium grandifolium
867	10788	Myrciaria cuspidata O.Berg	Myrtaceae	species	accepted	Myrciaria cuspidata	LC	Myrciaria cuspidata
868	10355	Eugenia bimarginata DC.	Myrtaceae	species	accepted	Eugenia bimarginata	NA	Eugenia bimarginata
869	10744	Myrcia pulchra (O.Berg) Kiaersk.	Myrtaceae	species	accepted	Myrcia pulchra	LC	Myrcia pulchra
870	31611	Myrcia pinifolia Cambess.	Myrtaceae	species	accepted	Myrcia pinifolia	NA	Myrcia pinifolia
871	37096	Myrcia marginata O.Berg	Myrtaceae	species	accepted	Myrcia marginata	NA	Myrcia marginata
872	10333	Campomanesia velutina (Cambess.) O.Berg	Myrtaceae	species	accepted	Campomanesia velutina	NA	Campomanesia velutina
873	12869	Piper xylosteoides (Kunth) Steud.	Piperaceae	species	accepted	Piper xylosteoides	LC	Piper xylosteoides
874	12855	Piper tectoniifolium Kunth	Piperaceae	species	accepted	Piper tectoniifolium	LC	Piper tectoniifolium
875	12810	Piper macedoi Yunck.	Piperaceae	species	accepted	Piper macedoi	LC	Piper macedoi
876	20305	Piper cuyabanum C.DC.	Piperaceae	species	accepted	Piper cuyabanum	NA	Piper cuyabanum
877	4748	Oxypetalum capitatum Mart.	Apocynaceae	species	accepted	Oxypetalum capitatum	LC	Oxypetalum capitatum
878	19966	Agonandra brasiliensis Miers ex Benth. & Hook.f.	Opiliaceae	species	accepted	Agonandra brasiliensis	NA	Agonandra brasiliensis
879	12633	Peperomia circinnata Link	Piperaceae	species	accepted	Peperomia circinnata	NA	Peperomia circinnata
880	12509	Passiflora amethystina J.C.Mikan	Passifloraceae	species	accepted	Passiflora amethystina	LC	Passiflora amethystina
881	31722	Ouratea spectabilis (Mart.) Engl.	Ochnaceae	species	accepted	Ouratea spectabilis	LC	Ouratea spectabilis
882	19937	Ouratea salicifolia (A.St.-Hil. & Tul.) Engl.	Ochnaceae	species	accepted	Ouratea salicifolia	NA	Ouratea salicifolia
885	7054	Ipomoea procurrens Meisn.	Convolvulaceae	species	accepted	Ipomoea procurrens	NA	Ipomoea procurrens
886	30871	Trembleya neopyrenaica Naudin	Melastomataceae	species	accepted	Trembleya neopyrenaica	NA	Trembleya neopyrenaica
887	9872	Siphanthera cordata Pohl ex DC.	Melastomataceae	species	accepted	Siphanthera cordata	NA	Siphanthera cordata
889	9983	Trembleya parviflora (D.Don) Cogn.	Melastomataceae	species	accepted	Trembleya parviflora	NA	Trembleya parviflora
890	9506	Leandra aurea (Cham.) Cogn.	Melastomataceae	species	accepted	Leandra aurea	NA	Leandra aurea
891	79394	Dorstenia heringeri Carauta & C.Valente	Moraceae	species	accepted	Dorstenia heringeri	NA	Dorstenia heringeri
892	10066	Macropeplus ligustrinus (Tul.) Perkins	Monimiaceae	species	accepted	Macropeplus ligustrinus	NA	Macropeplus ligustrinus
893	9156	Pavonia malacophylla (Link & Otto) Garcke	Malvaceae	species	accepted	Pavonia malacophylla	NA	Pavonia malacophylla
894	9185	Peltaea edouardii (Hochr.) Krapov. & Cristóbal	Malvaceae	species	accepted	Peltaea edouardii	NA	Peltaea edouardii
895	30446	Byrsonima guilleminiana A.Juss.	Malpighiaceae	species	accepted	Byrsonima guilleminiana	NA	Byrsonima guilleminiana
896	19395	Banisteriopsis gardneriana (A.Juss.) W.R.Anderson & B.Gates	Malpighiaceae	species	accepted	Banisteriopsis gardneriana	NA	Banisteriopsis gardneriana
897	19293	Utricularia neottioides A.St.-Hil. & Girard	Lentibulariaceae	species	accepted	Utricularia neottioides	NA	Utricularia neottioides
898	29945	Zornia virgata Moric.	Fabaceae	species	accepted	Zornia virgata	NA	Zornia virgata
899	136845	Ancistrotropis firmula (Mart. ex Benth.) A. Delgado	Fabaceae	species	accepted	Ancistrotropis firmula	NA	Vigna firmula
900	29876	Stylosanthes macrocephala M.B.Ferreira & Sousa Costa	Fabaceae	species	accepted	Stylosanthes macrocephala	NA	Stylosanthes macrocephala
901	29505	Camptosema scarlatinum (Mart. ex Benth.) Burkart	Fabaceae	species	accepted	Camptosema scarlatinum	NA	Camptosema scarlatinum
902	29653	Eriosema irwinii Grear	Fabaceae	species	accepted	Eriosema irwinii	NA	Eriosema irwinii
903	29639	Eriosema congestum Benth.	Fabaceae	species	accepted	Eriosema congestum	NA	Eriosema congestum
904	29682	Galactia boavista (Vell.) Burkart	Fabaceae	species	accepted	Galactia boavista	NA	Galactia boavista
905	29678	Erythrina ulei Harms	Fabaceae	species	accepted	Erythrina ulei	NA	Erythrina ulei
906	29652	Eriosema heterophyllum Benth.	Fabaceae	species	accepted	Eriosema heterophyllum	NA	Eriosema heterophyllum
907	38964	Mitracarpus baturitensis Sucre	Rubiaceae	species	accepted	Mitracarpus baturitensis	LC	Mitracarpus baturitensis
908	29849	Rhynchosia platyphylla Benth.	Fabaceae	species	accepted	Rhynchosia platyphylla	NA	Rhynchosia platyphylla
909	22937	Desmodium leiocarpum (Spreng.) G.Don	Fabaceae	species	accepted	Desmodium leiocarpum	NA	Desmodium leiocarpum
910	124051	Desmodium subsecundum Vogel	Fabaceae	species	accepted	Desmodium subsecundum	NA	Desmodium subsecundum
911	29582	Crotalaria velutina Benth.	Fabaceae	species	accepted	Crotalaria velutina	NA	Crotalaria velutina
912	29513	Centrosema arenarium Benth.	Fabaceae	species	accepted	Centrosema arenarium	NA	Centrosema arenarium
914	18807	Mimosa hirsutissima Mart.	Fabaceae	species	accepted	Mimosa hirsutissima	NA	Mimosa hirsutissima
915	83409	Mimosa debilis Humb. & Bonpl. ex Willd.	Fabaceae	species	accepted	Mimosa debilis	NA	Mimosa debilis
916	23094	Mimosa velloziana Mart.	Fabaceae	species	accepted	Mimosa velloziana	NA	Mimosa velloziana
917	83256	Inga pilosula (Rich.) J.F.Macbr.	Fabaceae	species	accepted	Inga pilosula	NA	Inga pilosula
918	22783	Anadenanthera peregrina (L.) Speg.	Fabaceae	species	accepted	Anadenanthera peregrina	NA	Anadenanthera peregrina
919	18071	Anadenanthera colubrina (Vell.) Brenan	Fabaceae	species	accepted	Anadenanthera colubrina	NA	Anadenanthera colubrina
920	83206	Hymenaea stigonocarpa Mart. ex Hayne	Fabaceae	species	accepted	Hymenaea stigonocarpa	NA	Hymenaea stigonocarpa
922	82919	Chamaecrista ramosa (Vogel) H.S.Irwin & Barneby	Fabaceae	species	accepted	Chamaecrista ramosa	NA	Chamaecrista ramosa
923	6827	Calophyllum brasiliense Cambess.	Calophyllaceae	species	accepted	Calophyllum brasiliense	NA	Calophyllum brasiliense
924	27918	Chamaecrista decumbens (Benth.) H.S.Irwin & Barneby	Fabaceae	species	accepted	Chamaecrista decumbens	NA	Chamaecrista decumbens
925	27872	Chamaecrista cathartica (Mart.) H.S.Irwin & Barneby	Fabaceae	species	accepted	Chamaecrista cathartica	NA	Chamaecrista cathartica
926	28011	Chamaecrista nummulariifolia (Benth.) H.S.Irwin & Barneby	Fabaceae	species	accepted	Chamaecrista nummulariifolia	NA	Chamaecrista nummulariifolia
927	83086	Dimorphandra mollis Benth.	Fabaceae	species	accepted	Dimorphandra mollis	NA	Dimorphandra mollis
928	27770	Bauhinia dumosa Benth.	Fabaceae	species	accepted	Bauhinia dumosa	NA	Bauhinia dumosa
929	132568	Cantinoa subrotunda (Pohl ex Benth.) Harley & J.F.B.Pastore	Lamiaceae	species	accepted	Cantinoa subrotunda	NA	Cantinoa subrotunda
930	582271	Oocephalus grazielae Harley	Lamiaceae	species	accepted	Oocephalus grazielae	NA	Oocephalus grazielae
931	132550	Cantinoa carpinifolia (Benth.) Harley & J.F.B.Pastore	Lamiaceae	species	accepted	Cantinoa carpinifolia	NA	Cantinoa carpinifolia
933	26418	Eryngium hemisphaericum Urb.	Apiaceae	species	accepted	Eryngium hemisphaericum	NA	Eryngium hemisphaericum
935	27168	Lessingianthus brevipetiolatus (Sch.Bip. ex Baker) H.Rob.	Asteraceae	species	accepted	Lessingianthus brevipetiolatus	NA	Lessingianthus brevipetiolatus
936	25550	Microstachys serrulata (Mart. & Zucc.) Müll.Arg.	Euphorbiaceae	species	accepted	Microstachys serrulata	NA	Microstachys serrulata
937	136846	Ancistrotropis peduncularis (Kunth) A. Delgado	Fabaceae	species	accepted	Ancistrotropis peduncularis	NA	Vigna peduncularis
938	27380	Spilanthes nervosa Chodat	Asteraceae	species	accepted	Spilanthes nervosa	NA	Spilanthes nervosa
939	25260	Richterago radiata (Vell.) Roque	Asteraceae	species	accepted	Richterago radiata	NA	Richterago radiata
940	15585	Mandevilla rugosa (Benth.) Woodson	Apocynaceae	species	accepted	Mandevilla rugosa	NA	Mandevilla rugosa
941	29169	Croton abaitensis Baill.	Euphorbiaceae	species	accepted	Croton abaitensis	NA	Croton abaitensis
942	20577	Polygala tenuis DC.	Polygalaceae	species	accepted	Polygala tenuis	NA	Polygala tenuis
